answer;a1-;a2-;a3-;a4-;a5-;a6-;a7-;a8-;a9-;a10-;a11-;a12-;a13-;a14-;a15-;a16-;a17-;a18-;a19-;a20-;q21-;a22-;a23-;a24-;a25-;a26-;a27-;a28-;a29-;a30-;a31-
"Здравствуйте, Татьяна! Вы сейчас переживаете утрату- потерю единственного любимого человека, мужа, отца ваших детей. Вам кажется, что этой боли нет конца, вы не можете справиться сама, боль такой силы, что иногда только физическая боль немного заглушает душевную. Выхода вы не видите. Сейчас вам кажется, что в пятьдесят лет слишком поздно начинать ""все сначала"". Татьяна, разделяю вашу боль и понимание того, что вы сейчас не можете справиться самостоятельно. В данный момент из-за того, что вы горюете, у вас очень сужен коридор сознания, и вы не можете посмотреть дальше, посмотреть на ситуацию с другой стороны. Шесть лет вы страдали, мучались от вины, а, оказалось, что супруг жил ""на две семьи"" и этому кошмару пришел конец, некое логическое завершение. 50 лет- это начало новой жизни без вины, без боли. Вы все равно остаетесь родителями взрослых детей, пра-родителями внуков. Мы можем терять родных и близких по разным причинам, и в разном возрасте, но отплакав и отгоревав, у нас есть возможность отыскать свою дорожку к счастью. Он предал вас, с этим так сложно, больно, невозможно смириться. Многие женщины в этот момент говорят страшные слова ""лучше б умер""- настолько сильна их боль. Но жизнь продолжается и она стоит того, чтобы жить. Не оставайтесь один на один со своей болью, не позволяйте ей себя поглотить, делитесь переживаниями с родными, (близкими, друзьями, коллегами, детьми), посетите психолога, врачей- психотерапевта, невролога. Некоторые препараты на первых порах позволят заглушить боль, облегчить состояние, увидеть перспективу- своей жизни, своих отношений. А дальше вы сможете справиться с новой задачей- ""вернуть себе себя""- какой вы были ""до""- о чем мечтали когда-то. Почувствовать свободу, возможность воплощения в жизнь новых планов. Не забывайте заботиться о себе- о своем сне, регулярном питании. Возможно, сделать первый шаг на пути к изменениям вам помогут статьи наших консультантов: http://psi.mchs.gov.ru/articles/view/stati_konsultantov_tsentra_ekstrennoj_psihologicheskoj_pomoschi/kak_perezhit_razvod http://psi.mchs.gov.ru/articles/view/stati_konsultantov_tsentra_ekstrennoj_psihologicheskoj_pomoschi/sozavisimye_otnoshenija http://psi.mchs.gov.ru/articles/view/stati_konsultantov_tsentra_ekstrennoj_psihologicheskoj_pomoschi/gorevanie_i_utrata Если у вас нет возможности обратиться на очную консультацию в своем городе, наберите наш телефон экстренной психологической помощи. С уважением, Юлия.";1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0+AV531:BF531;0;1;0;0;0;0;0;0;1;0
"Здравствуйте, Марина! Вы многодетная мама, обладательница восхищенных взглядов своих мальчишек и как минимум ещё одного своего мужа. Хорошая мама и хороший добрый человек, правда, на сегодняшний день очень уставший. Вы правы, итог каждой жизни начавшейся на Земле один и тот же. Мы гости на планете Земля. Наши души рано или поздно вернутся на небо, но как они будут там светить зависит от нашей жизни здесь. Как много любви мы смогли выработать в себе, какое количество людей обогрели этой любовью, научились ли любить себя, мир, людей? Каким выпустили в мир своих детей? Во что научили верить? Как преодолевать трудности? Как вставать после падения? Хочу поделиться с Вами понравившейся мне притчей: ""Царь ночью вёл своих воинов в набег длинной, каменистой дорогой. И теряли силы воины от тяжести пути, и страшились врагов, и стали они досадовать и роптать, но царь сурово заставлял их идти вперёд без отдыха и промедления. И утром неожиданно напали они и поразили врагов. И после битвы спросил царь у воинов: когда одержали они победу? И радостно говорили одни — когда мы напали, другие — когда стали бросать копья, третьи — когда стали стрелять из луков. — Нет, — сказал им царь, — мы победили ещё ночью, когда сумели одолеть страх и слабость"". Не ставьте себе сейчас больших задач, заботьтесь о своем внутреннем состоянии, привлеките для ухода за младшими старших сыновей. Позвольте себе время на себя. Распределите обязанности по дому на всех, кто сейчас может, откажитесь от того, что может подождать, делайте самое необходимое. Просите поддержку у друзей, родных, Вы всегда её сможете получить по нашему телефону Доверия: 8-499-216-50-50. Помните, фраза «все пройдет, и это тоже пройдет», была написана на кольце царя Соломона. Согласно легенде, однажды царь Соломон обратился за советом к придворному мудрецу с просьбой: «Помоги мне - очень многое в этой жизни способно вывести меня из себя. Я очень подвержен страстям, и это мне мешает!». В ответ на это мудрец передал ему кольцо: «Надень это кольцо — на нем высечена фраза: „это пройдет!“ Когда нахлынет сильный гнев или сильная радость, посмотри на эту надпись, и она тебя отрезвит. В этом ты найдешь спасение от страстей!». Соломон последовал совету мудреца и обрел спокойствие. Но как гласит легенда, однажды Соломон, взглянув, как обычно, на кольцо, не успокоился, а напротив - еще больше вышел из себя. Он сорвал кольцо с пальца и хотел зашвырнуть его подальше, но заметил, что и на внутренней стороне кольца имеется какая-то надпись. Он присмотрелся и прочитал: «и это тоже пройдет…». Царь успокоился и больше не расставался с кольцом никогда. С уважением, Светлана Старова";1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1
"Здравтсвуйте, MenyaNet! Как говорит русская народная мудрость: ""Один в поле не воин"". Перед вами сейчас поле душевной боли, одиночества, отчаяния, невылеченной депрессии.... Вам хочется жить, но встречаясь с жизненными трудностями у вас не хватает ресурсов, чтобы с ними справиться, груз накопленных и неразрешенных проблем не дает вам расправить плечи. Встает вопрос: ""Что делать?"" В первую очередь, вам, как ""одинокому воину"", нужна подмога. С одной стороны, важна поддержка близких людей. Вы ничего не написали о своем социальном окружении. Рядом с вами есть друзья, родные, с кем бы вы погли поделиться свомими переживаниями? С другой стороны, вам остро необходима поддержка специалистов: врача-психотерапевта, психиатра. К сожалению, мне не известно, в каком городе вы живете. Обратитесь на очную консультацию к этим специалистам по месту жительства. Узнайте о возможностях пройти необходимое лечение в государсвенных учреждениях. Например, в Москве есть ""Клиника неврозов"" http://www.klinika-nevrozov.ru/ Позвоните на горячую линию института им. Сербского: 8 (495) 637-70-70, где вы сможете получить консультацию врача-психиатра. Вы можете обратиться в нашу службу экстренной психологической помощи +7 (499) 216-50-50 и получить поддержку психолога. Вы пишите: ""я не в состоянии бороться в одиночку"". У вас есть возможность получить помощь и поддержку! Вам протянуты руки помощи, возьмите их в ответ. С уважением, Мария.";1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
Здравствуйте, Алена! Вам тяжело учиться, Вы боитесь идти на учебу и возвращаться обратно. У Вас уже были суицидальные попытки, благо, что они были неудачными. Вам всего 18 лет, но у Вас уже есть бизнес-план, есть цель. Это замечательно, у большинства молодых людей подобные вещи не появляются вообще. Переживания Вашей мамы понятны, ей хочется дать Вам образование. Многим мамам кажется это панацеей от тяжелой жизни, к сожалению это не так. Человек увлеченный своим ремеслом, мастер своего дела - получающий удовольствие от него, вот что позволяет человеку быть счастливым. А образование, когда Вы решите, что оно необходимо, может быть доступно для Вас в любое время. Поэтому мне кажется было бы правильным поговорить Вам с Вашей мамой. Сказав её о своей любви, о том, что Вы уже выросли, что Вы будете зарабатывать на свою жизнь следующим образом, что учеба будет в Вашей жизни, но позднее. Что Вам очень важна её вера в Вас. Только вначале перед разговором, продумайте свою позицию как взрослого и ответственного человека, понимающего за какими его поступками какие следуют последствия. Если Вы построите свое общение с этой позиции, то Ваша мама сможет услышать спокойные слова уверенной в своих действиях молодой девушки, а не лепет маленькой неразумной девочки, требующей наставлений и контроля. С уважением, Светлана;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"Здравствуйте, Мария! Рубрика ""вопрос-ответ"" предназначена для разового обращения. Если Вы чувствуете, что в Вашем случае этого не достаточно, если важен диалог, то нужен другой формат работы - личный кабинет, телефонное консультирование, очная встреча. Тем не менее совсем без ответа Ваше письмо оставить сложно, поэтому постараюсь ответить кратко, чтобы не провоцировать дальнейшую переписку. Письмо Ваше очень энергичное, не смотря на все те мрачные краски, которыми Вы описываете свою жизнь. Чувствуется в Вас очень сильное желание действовать, прямо-таки крушить все вокруг - несправедливость, обидчиков, да все, что попадется на пути (до действий, правда, не доходит, т.к. страшно)..Сейчас вся эта энергия, не находя выхода, копится внутри Вас, наполняя Вас ненавистью и не оставляя места для ни для любви, ни для радости. Но Вы можете переключить ее на то, чтобы переменить что-то в своей жизни. Не быть обиженной на жизнь и внутренне негодовать, а постараться пусть немного, но внести в свою жизнь что-то важное для себя - например, сказать преподавателю о том, чего Вам не хватает в подаче материала, может, внести какие-то свои предложения на этот счет. Возможно, это что-то изменит, возможно, нет, но Вы сможете не просто пассивно наблюдать за тем, как разворачивается (не самым лучшим образом) Ваша жизнь, а хотя бы сделаете попытку развернуть ее туда, куда это нужно Вам. А надеяться на многое можно - например, на то, что в жизни что-то можно изменить - не все, но кое-что можно, и это кое-что может быть очень важным. С уважением, anna.t";0;0;0;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Здравствуйте, Максим! Вы пишите о том, что в течение последних 2 лет не можете найти себя, перестали радоваться жизни, не чувствуете в себе сил для реализации собственных идей и проектов. Вы растеряны, не знаете, что делать. Максим, в течение двух последних лет Вам пришлось пережить несколько тяжелых, травмирующих событий: болезнь отца, потерю любимой работы, утрату супружеских отношений. Каждая из перечисленных Вами ситуаций уже сама по себе является для человека сильным стрессом. А у Вас стрессы следовали один за другим, вследствие чего Ваш организм практически был поставлен в ситуацию борьбы за выживание: необходимо было адаптироваться к новым условиям (вынужденно менять привычный образ жизни, вероятно, заботиться о заболевшем отце,… – и при этом справляться с собственными эмоциями). И то состояние, о котором Вы пишите: отсутствие ощущения радости от жизни, разочарование в людях, потеря смысла к существованию…., - является следствием усталости, а точнее, истощения ресурсов Вашего организма. И лень, в которой Вы себя упрекаете, не имеет к Вам никакого отношения. Это не лень, а защитная реакция Вашего организма, сопротивляющегося сейчас всему, что потребует энергетических затрат и приложения сил. Поэтому первое, что Вам сейчас необходимо сделать, - это помочь собственному организму восстановить утраченное вследствие борьбы со стрессами равновесие и избавиться от депрессивного состояния, признаки которого можно отметить у Вас, судя по содержанию письма. Вы характеризуете себя, как человека замкнутого «в отношении чувств и переживаний». Да и в письме Вы о своих переживаниях почти ничего не пишите. Но, очевидно, что за описываемыми фактами («заболел отец», «ушла жена», «лишился любимой работы», «потерялись друзья»…), - стоит живой человек, переживающий в связи с этими событиями сильные чувства. И для того, чтобы чувства не разрушали Вас изнутри, - необходимо давать им выход. И, действительно, «выговориться» в такой ситуации бывает очень полезно. Вы пишите, что не привыкли делиться своими переживаниями с окружающими, да и друзья «потерялись». Но в некоторых ситуациях гораздо эффективнее бывает не просто «выговориться», но и проанализировать ситуацию, обсудить ее с человеком, который сам в нее эмоционально не вовлечен, и при этом обладает знаниями в области психологии, - то есть с профессиональным психологом (или психотерапевтом). Сделать это возможно при очном обращении на консультацию, либо позвонив в службу «телефон доверия». Обсуждение со специалистом может быть Вам полезно еще и тем, что поможет осознать свою роль в тех ситуациях, о которых Вы пишите, понять, что зависит в отношениях от ВАС самого. Полученная информация о себе самом поможет Вам избежать повторения подобных ситуаций в будущем. Желаю Вам удачи! С уважением, Виктория;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;0;1+AP536:BC536;0;0;0;1;0;0;1;0;0;0;0;0;1
Здравствуйте, Василий! После очередного собеседования Вас пригласили на работу. Казалось бы, приятная новость. Но Вас это известие повергло в ужас. Попытавшись разобраться в себе, в причинах своего состояния, ответа Вы не нашли. Василий, страх может быть вызван как внешними причинами (когда есть реальная угроза), так и внутренними (предмет такого страха не может быть очевиден, так как нет внешнего источника). Понять причины Ваших страхов, познать себя, принять поможет специалист (психолог, психотерапевт). На Ваш вопрос «стоит ли дальше что-либо предпринимать в борьбе с этим?», отвечу однозначно утвердительно. Ведь зачастую именно из-за страха мы что-то упускаем в своей жизни, на что-то не решаемся, чего-то избегаем, делаем неверный выбор. Поскольку страх сужает сознание, не дает полной видимости картины. Затрачивая огромные ресурсы на сопротивление страху, мы вдруг замечаем, что он не уходит, а лишь усиливается, при этом программируя на неудачу. Мы больше не вольны распоряжаться своей жизнью так, как хотим, мы становимся несвободны. Есть известное высказывание Франклина Рузвельта: «Единственное, чего нам следовало бы бояться, так это собственного страха». С уважением, Ольга;1;1;0;0;1;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0
Здравствуйте, Антон! В Вашем письме после «Учусь. Работаю. Есть девушка» неожиданно последовало «И у меня все плохо». Плохо настолько, что Вы планируете самоубийство. При этом есть желание жить, и Вы обращаетесь за помощью. Если я правильно поняла, страдания Ваши связаны с ощущением бессмысленности бытия. И Вы будто ждете от кого-то подсказки, ожидая, что что-то или кто-то сможет Вас удержать от шага, который Вы тщательно спланировали, но совершать не хотите. И хочется жить. И есть содержание, но нет ощущения полноты жизни. Антон, чтобы помочь Вам в этом вопросе, нужен как минимум диалог – очная или онлайн-консультация, разговор по телефону доверия. Когда человек пытается найти ответ на вопрос, в чем смысл существования, появляется другой взгляд на каждодневные события, на ценности, на отношения (с другими и с собой), на цели. Рекомендую прочитать Вам книгу Виктора Франкла «Сказать жизни ДА». В вопросах смысла жизни Виктор Франкл очень убедителен. Удачи Вам и всего доброго! С уважением, Ольга;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0
Здравствуйте, Аня! Вы пишете, что мысли о смерти все чаще и чаще посещают вашу голову, что бывает сидите по 20 минут, размышляя о том, как уйти из жизни. Вас раздражает мир, в котором вы живете, люди, их улыбки и смех. Да, непросто видеть радующихся людей, когда в своей душе пустота, грусть, обида, раздражение... Аня, возможно в вашей жизни что-то произошло и никто не поддержал, возможно, что и сейчас есть проблемы, решение которых затруднено, а внутренних сил и ресурсов на их решение уже нет. Что же делать, чтобы справиться со своими мыслями и проблемами, где найти ресурсы? В таких ситуациях есть смысл обратиться за психологической помощью. Вы сделали первый шаг на этом пути, написали нам на сайт, но такой вариант консультирования малоинформативен. Позвоните нам на службу по телефону +7-(499)216-50-50, либо на любой доступный для вас телефон доверия. В диалоге есть возможность лучше понять, что происходит с человеком и найти пути решения возникших трудностей, будь то бытовые проблемы, будь то внутренние конфликты. Сейчас вы наедине со своими мыслями, чувствами и переживаниями, ежедневное погружение во все это, лишь усугубляет и без того непростое эмоциональное состояние. Чтобы себе помочь, стоит найти социально приемлемый выход эмоций. С уважением, КИра;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0+BE539:BE540;0;0;1;0;1;1;0;0;0;0;0
Здравствуйте, Ксюша! Ваше письмо просто кричит о боли, которую Вы ощущаете в течение последнего года. Вы чувствуете, что Вас предали, «бросили, как сломанную игрушку» люди, которым Вы доверяли. Всё это было настолько непереносимо для Вас, что Вы пытались резать вены и едва не прыгнули с моста. К тому же Вы потеряли брата, - близкого человека, который поддерживал Вас в тяжелый для Вас период… Всё, о чем Вы пишите – тяжелые испытания даже для взрослого человека. А Вы, судя по всему, еще очень молоды. Ксюша, к сожалению, Ваше письмо оставляет много вопросов, которые, на мой взгляд, важно было бы прояснить для того, чтобы помочь Вам разобраться в происходящем в Вашей жизни. Так, из текста не понятно, ЧТО именно Вы называете «предательством», ЧТО послужило причиной «косых взглядов» и оскорблений в Ваш адрес. Было ли причиной этого недопонимание со стороны людей каких-либо Ваших поступков или слов?... Или Вы намеренно сделали что-то, что вызвало такую агрессию?... Что происходило до ситуации предательства в отношениях между Вами и теми, кто Вас предал? Стала ли эта ситуация для Вас полной неожиданностью, или она развивалась постепенно? И кто те люди, о которых Вы пишите, что они «бросили и предали» Вас?... Судя по содержанию письма, Вы ощущаете себя так, словно оказались одна во вражеском стане. Родители Вас не поняли, брат, который поддерживал, - погиб. А человеку, который «вытягивает Вас из бездны» Вы не доверяете, потому что боитесь, что он окажется «такой как они»… Но действительно ли «кругом враги», или это Вы сейчас находитесь в таком душевном состоянии, что просто не видите тех людей, которые могут и хотят Вам помочь?... Можно ли предположить, что дело в том, что ВЫ сама, в силу своего внутреннего состояния, сейчас не готовы к тому, чтобы довериться кому-либо в своем окружении?... Есть и еще один важный момент в Вашем письме. Вы пишите, что принимали антидепрессанты, и они Вам не помогли. Но антидепрессанты не продаются в аптеках в свободном доступе. Откуда они у Вас? Обращались ли Вы к врачу (психотерапевту или психиатру), - ведь только он может их выписать?... Антидепрессанты – это серьезные лекарства, которые будут помогать ТОЛЬКО в том случае, если их подобрал врач, предварительно сам побеседовавший с человеком, видевший его воочию. И принимать их необходимо строго по рекомендации врача, и под его наблюдением. В противном случае, любая «самодеятельность» с такими лекарствами принесет вред, а не облегчение. Причем вред не только почкам, но и всему организму, а главное, - может усугубить психологическое состояние (что, видимо, и произошло в Вашем случае). Ксюша, к сожалению, форма Интернет-консультирования не позволяет вести диалог, и мы не можем обсудить те вопросы, которые я обозначила. Но поразмышлять над ответами на них очень важно для того, чтобы понять, как изменить и свое состояние, и ту ситуацию, в которой Вы находитесь. Поэтому я бы посоветовала Вам побеседовать с психологом лично. Есть ли психолог у Вас в школе? Возможно ли к нему обратиться? Можно позвонить на телефон доверия для детей и подростков (8 800 2000 122, бесплатно для звонков со стационарных и мобильных телефонов по всей России), и обсудить ситуацию. Также во многих городах сейчас существуют психолого-педагогические медико-социальные центры для детей и подростков, психологическая помощь в которых бесплатна для лиц, не достигших 18-летнего возраста. Ксюша, первый шаг к тому, чтобы избавиться от страха и начать жить по-другому Вы уже сделали, когда написали это письмо. НЕ СДАВАЙТЕСЬ, ОБРАЩАЙТЕСЬ ЗА ПОМОЩЬЮ очно! Важно продолжить начатый путь к счастливой жизни без страха. Желаю Вам успехов Вам на этом пути! С уважением, Виктория;1;1;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
"Здравствуйте, Александра! С самого раннего детства Вам пришлось жить в обстановке семейного насилия. Отец не раз поднимал руку и на Вас, и на Вашу мать, позволял себе оскорбления в Ваш адрес. С годами ситуация только усугублялась, отношения между родителями становились все хуже. В итоге сейчас Вы живете под постоянным контролем отца, в страхе и за себя, и за мать. Александра, Вы пишете, что единственный выход, который Вы видите - это суицид (что, конечно, выходом назвать никак нельзя) Тем не менее можно точно утверждать, что в Вашей ситуации выход есть. Это - обращение за помощью. Очень часто женщинам, подвергающимся домашнему насилию, бывает трудно решиться бороться, обращаться за помощью, за защитой. Нередко женщине бывает стыдно признаться окружающим в том, что творится дома, не хочется ""выносить сор из избы"". Некоторые женщины считают, что сами виноваты в том, что происходит, т.к. каким-то образом провоцируют агрессора на такое поведение. Тем не менее важно понимать, что то, что происходит в Вашей семье - недопустимо, это преступление, за которое Ваш отец может быть привлечен к уголовной ответственности. Отстаивать свои права на свободу и физическую неприкосновенность может быть непросто. Иногда это даже просто опасно, т.к. попытка сопротивления может вызвать еще бОльший всплеск агрессии. Попробуйте начать с тех шагов, к которым Вы сейчас психологически готовы. Например, Вы можете обратиться на всероссийский телефон доверия для женщин, подвергающихся домашнему насилию - 8-800-7000-600 (с 09.00 до 21.00 по Москве, бесплатно для звонков со всех телефонных номером России). Вы также можете обратиться на сайт, посвященной проблеме домашнего насилия – www.anna-center.ru Начните со сбора информации, с поиска координат кризисных центров в Вашем городе, с анонимного разговора со специалистом. Это поможет лучше увидеть свои возможности, получить необходимую поддержку и продумать план дальнейших действий. С уважением, anna.t";1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Здравствуйте, Екатерина! Вы чувствуете себя ненужной и бесполезной, Вы потеряли интерес к жизни и ничто Вас не радует… Но как же так получилось? Из Вашего обращения не совсем понятно, Ваше нынешнее состояние, Вы связываете со сложными отношениями с молодым человеком? Вы его вините в том, что потеряли своих друзей и теперь находитесь в депрессии? Екатерина, Ваше состояние является следствием некоторых событий произошедших ранее, т.е., ему есть какие-то причины. И, чтобы ответить на Ваш вопрос – почему все так плохо – нужно найти и осознать эти причины. А для этого в свою очередь, необходимо задать Вам много уточняющих вопросов и получить на них ответы. Иначе, можно только предполагать… Возможно, Вам плохо из-за отношений с молодым человеком, возможно, Вам плохо из-за потери подруги, или из-за того и другого, а может есть что-то еще. Осознание причин происходящего – первый шаг на пути изменения ситуации. Когда мы знаем, что именно, вызывает наши страдания, у нас появляется выбор – продолжать страдать или же попытаться изменить что-то в своей жизни. Иначе, можно превратиться в безвольную жертву обстоятельств, возлагая вину за свое состояние на окружающих и загоняя себя все дальше в депрессию. Екатерина, возможно, Вы напрасно отказываетесь от обсуждения сложившейся ситуации с родителями? Все же, Вы пишите, что это Ваши самые близкие люди и тогда, кто как не они могли бы оказать Вам сейчас поддержку. А за профессиональной помощью Вы можете обратиться к психологу очно или позвонить на доступный Вам телефон психологической помощи, так как я уже писала выше, для прояснения причин Вашего состояния необходим диалог. С уважением, Марина.;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Здравствуйте, Ирэн! За последнее время вам пришлось пережить много горя, отголоски этих переживаний до сих пор отравляют вам жизнь. Три месяца назад покончила собой ваша подруга, а месяц назад погибла ваша воспитанница. Чтобы унять эту душевную боль вы два раза в неделю напиваетесь и режете себе вены. Чтобы не причинять страданий другим, бросили свою девушку, отдаляетесь ото всех, на тот случай, если решитесь на самоубийство, хотя пока не планируете. Жестокость и злость окружающих еще больше делает вас уязвимой, лишает сил, необходимых для восстановления. Ирэн! Вы дважды потеряли близких и дорогих вам людей, а значит вам вдвойне тяжело. Любое горе приносит много страданий и заставляет человека менять свою жизнь. Ко многим людям в такие моменты приходят мысли о смерти, возникает желание отдалиться, замкнуться, причинить себе боль, многие люди начинают испытывать чувство вины из-за случившегося. К своей душевной боли вы добавляете боль физическую. За что вы себя наказываете или так вы себе облегчаете душевную боль? Ирэн, вы устали, силы на исходе. Как же себе помочь? Если есть актуальные переживания, связанные с утратой, стоит о них поговорить с людьми, которые готовы вас выслушать, если есть желание плакать, позволяйте себе это делать, постарайтесь не замыкаться в себе, позволяйте себе говорить с другими о своих переживаниях, об умерших. Если у вас есть возможность, позвоните на любой телефон доверия, чтобы найти силы, которые смогут вас поддержать в этот период. Душевную боль от утраты можно сравнить с кровоточащей раной. Рана сначала очень кровит, потом меньше, со временем кровотечение прекращается, рана начинает с краев зарастать, со временем она затягивается, перестает болеть, но остается рубец. Чтобы пережить горе, нужно время. Пережить горе - не значит забыть человека, а значит сохранить о нем добрую память. С уважением, КИра;1;1;0;1;1;0;0;1;1;;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0
